Time, y(t)
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.24,0
0.24,0
0.24,0
0.24,0
0.24,0
0.24,0
0.24,0
0.24,0
0.24,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.25,0
0.26,0
0.26,0
0.26,0
0.26,0
0.26,0
0.26,0
0.26,0
0.26,0
0.26,0
0.26,0
0.27,0
0.27,0
0.27,0
0.27,0
0.27,0
0.27,0
0.27,0
0.27,0
0.27,0
0.28,0
0.28,0
0.28,0
0.28,0
0.28,0
0.28,0
0.28,0
0.28,0
0.28,0
0.28,0
0.28,0
0.29,0
0.29,0
0.29,0
0.29,0
0.29,0
0.29,0
0.29,0
0.29,0
0.29,0
0.29,0
0.3,0
0.3,0
0.3,0
0.3,0
0.3,0
0.3,0
0.3,0
0.3,0
0.3,0
0.31,0
0.31,0
0.31,0
0.31,0
0.31,0
0.31,0
0.31,0
0.31,0
0.31,0
0.31,0
0.31,0
0.32,0
0.32,0
0.32,0
0.32,0
0.32,0
0.32,0
0.32,0
0.32,0
0.32,0
0.32,0
0.33,0
0.33,0
0.33,0
0.33,0
0.33,0
0.33,0
0.33,0
0.33,0
0.33,0
0.34,0
0.34,0
0.34,0
0.34,0
0.34,0
0.34,0
0.34,0
0.34,0
0.34,0
0.34,0
0.34,0
0.35,0
0.35,0
0.35,0
0.35,0
0.35,0
0.35,0
0.35,0
0.35,0
0.35,0
0.35,0
0.36,0
0.36,0
0.36,0
0.36,0
0.36,0
0.36,0
0.36,0
0.36,0
0.36,0
0.37,0
0.37,0
0.37,0
0.37,0
0.37,0
0.37,0
0.37,0
0.37,0
0.37,0
0.37,0
0.38,0
0.38,0
0.38,0
0.38,0
0.38,0
0.38,0
0.38,0
0.38,0
0.38,0
0.38,0
0.38,0
0.39,0
0.39,0
0.39,0
0.39,0
0.39,0
0.39,0
0.39,0.01
0.39,0.01
0.39,0.01
0.4,0.01
0.4,0.01
0.4,0.01
0.4,0.01
0.4,0.01
0.4,0.01
0.4,0.01
0.4,0.01
0.4,0.01
0.4,0.01
0.41,0.01
0.41,0.01
0.41,0.01
0.41,0.01
0.41,0.01
0.41,0.01
0.41,0.01
0.41,0.01
0.41,0.01
0.41,0.01
0.41,0.01
0.42,0.01
0.42,0.01
0.42,0.01
0.42,0.01
0.42,0.01
0.42,0.01
0.42,0.01
0.42,0.01
0.42,0.01
0.43,0.01
0.43,0.01
0.43,0.01
0.43,0.01
0.43,0.01
0.43,0.01
0.43,0.01
0.43,0.01
0.43,0.01
0.43,0.01
0.44,0.01
0.44,0.01
0.44,0.01
0.44,0.01
0.44,0.01
0.44,0.01
0.44,0.01
0.44,0.01
0.44,0.01
0.44,0.01
0.44,0.01
0.45,0.01
0.45,0.01
0.45,0.01
0.45,0.01
0.45,0.01
0.45,0.01
0.45,0.01
0.45,0.01
0.45,0.01
0.46,0.01
0.46,0.01
0.46,0.01
0.46,0.01
0.46,0.01
0.46,0.01
0.46,0.01
0.46,0.01
0.46,0.01
0.46,0.01
0.47,0.01
0.47,0.01
0.47,0.01
0.47,0.01
0.47,0.01
0.47,0.01
0.47,0.01
0.47,0.01
0.47,0.01
0.47,0.01
0.47,0.01
0.48,0.01
0.48,0.01
0.48,0.01
0.48,0.01
0.48,0.01
0.48,0.01
0.48,0.01
0.48,0.01
0.48,0.01
0.49,0.01
0.49,0.01
0.49,0.01
0.49,0.01
0.49,0.01
0.49,0.01
0.49,0.01
0.49,0.01
0.49,0.01
0.49,0.01
0.5,0.01
0.5,0.01
0.5,0.01
0.5,0.01
0.5,0.01
0.5,0.01
0.5,0.01
0.5,0.01
0.5,0.01
0.5,0.01
0.5,0.01
0.51,0.01
0.51,0.01
0.51,0.01
0.51,0.01
0.51,0.01
0.51,0.01
0.51,0.01
0.51,0.01
0.51,0.01
0.51,0.01
0.52,0.01
0.52,0.01
0.52,0.01
0.52,0.01
0.52,0.01
0.52,0.01
0.52,0.01
0.52,0.01
0.52,0.01
0.52,0.01
0.53,0.01
0.53,0.01
0.53,0.01
0.53,0.01
0.53,0.01
0.53,0.01
0.53,0.01
0.53,0.01
0.53,0.01
0.54,0.01
0.54,0.01
0.54,0.01
0.54,0.01
0.54,0.01
0.54,0.01
0.54,0.01
0.54,0.01
0.54,0.01
0.54,0.01
0.55,0.01
0.55,0.01
0.55,0.01
0.55,0.01
0.55,0.01
0.55,0.01
0.55,0.01
0.55,0.01
0.55,0.01
0.55,0.01
0.56,0.01
0.56,0.01
0.56,0.01
0.56,0.01
0.56,0.01
0.56,0.01
0.56,0.01
0.56,0.01
0.56,0.01
0.56,0.01
0.56,0.02
0.57,0.02
0.57,0.02
0.57,0.02
0.57,0.02
0.57,0.02
0.57,0.02
0.57,0.02
0.57,0.02
0.57,0.02
0.57,0.02
0.58,0.02
0.58,0.02
0.58,0.02
0.58,0.02
0.58,0.02
0.58,0.02
0.58,0.02
0.58,0.02
0.58,0.02
0.58,0.02
0.59,0.02
0.59,0.02
0.59,0.02
0.59,0.02
0.59,0.02
0.59,0.02
0.59,0.02
0.59,0.02
0.59,0.02
0.6,0.02
0.6,0.02
0.6,0.02
0.6,0.02
0.6,0.02
0.6,0.02
0.6,0.02
0.6,0.02
0.6,0.02
0.6,0.02
0.61,0.02
0.61,0.02
0.61,0.02
0.61,0.02
0.61,0.02
0.61,0.02
0.61,0.02
0.61,0.02
0.61,0.02
0.61,0.02
0.62,0.02
0.62,0.02
0.62,0.02
0.62,0.02
0.62,0.02
0.62,0.02
0.62,0.02
0.62,0.02
0.62,0.02
0.62,0.02
0.62,0.02
0.63,0.02
0.63,0.02
0.63,0.02
0.63,0.02
0.63,0.02
0.63,0.02
0.63,0.02
0.63,0.02
0.63,0.02
0.63,0.02
0.64,0.02
0.64,0.02
0.64,0.02
0.64,0.02
0.64,0.02
0.64,0.02
0.64,0.02
0.64,0.02
0.64,0.02
0.64,0.02
0.65,0.02
0.65,0.02
0.65,0.02
0.65,0.02
0.65,0.02
0.65,0.02
0.65,0.02
0.65,0.02
0.65,0.02
0.65,0.02
0.66,0.02
0.66,0.02
0.66,0.02
0.66,0.02
0.66,0.02
0.66,0.02
0.66,0.02
0.66,0.02
0.66,0.02
0.67,0.02
0.67,0.02
0.67,0.02
0.67,0.02
0.67,0.02
0.67,0.03
0.67,0.03
0.67,0.03
0.67,0.03
0.67,0.03
0.68,0.03
0.68,0.03
0.68,0.03
0.68,0.03
0.68,0.03
0.68,0.03
0.68,0.03
0.68,0.03
0.68,0.03
0.68,0.03
0.69,0.03
0.69,0.03
0.69,0.03
0.69,0.03
0.69,0.03
0.69,0.03
0.69,0.03
0.69,0.03
0.69,0.03
0.69,0.03
0.69,0.03
0.7,0.03
0.7,0.03
0.7,0.03
0.7,0.03
0.7,0.03
0.7,0.03
0.7,0.03
0.7,0.03
0.7,0.03
0.7,0.03
0.71,0.03
0.71,0.03
0.71,0.03
0.71,0.03
0.71,0.03
0.71,0.03
0.71,0.03
0.71,0.03
0.71,0.03
0.71,0.03
0.72,0.03
0.72,0.03
0.72,0.03
0.72,0.03
0.72,0.03
0.72,0.03
0.72,0.03
0.72,0.03
0.72,0.03
0.73,0.03
0.73,0.03
0.73,0.03
0.73,0.03
0.73,0.03
0.73,0.03
0.73,0.03
0.73,0.03
0.73,0.03
0.73,0.03
0.74,0.03
0.74,0.03
0.74,0.03
0.74,0.03
0.74,0.03
0.74,0.03
0.74,0.03
0.74,0.03
0.74,0.03
0.74,0.03
0.75,0.03
0.75,0.03
0.75,0.03
0.75,0.03
0.75,0.04
0.75,0.04
0.75,0.04
0.75,0.04
0.75,0.04
0.75,0.04
0.75,0.04
0.76,0.04
0.76,0.04
0.76,0.04
0.76,0.04
0.76,0.04
0.76,0.04
0.76,0.04
0.76,0.04
0.76,0.04
0.76,0.04
0.77,0.04
0.77,0.04
0.77,0.04
0.77,0.04
0.77,0.04
0.77,0.04
0.77,0.04
0.77,0.04
0.77,0.04
0.77,0.04
0.78,0.04
0.78,0.04
0.78,0.04
0.78,0.04
0.78,0.04
0.78,0.04
0.78,0.04
0.78,0.04
0.78,0.04
0.79,0.04
0.79,0.04
0.79,0.04
0.79,0.04
0.79,0.04
0.79,0.04
0.79,0.04
0.79,0.04
0.79,0.04
0.79,0.04
0.8,0.04
0.8,0.04
0.8,0.04
0.8,0.04
0.8,0.04
0.8,0.04
0.8,0.04
0.8,0.04
0.8,0.04
0.8,0.04
0.81,0.04
0.81,0.04
0.81,0.04
0.81,0.04
0.81,0.04
0.81,0.04
0.81,0.04
0.81,0.04
0.81,0.04
0.81,0.04
0.81,0.05
0.82,0.05
0.82,0.05
0.82,0.05
0.82,0.05
0.82,0.05
0.82,0.05
0.82,0.05
0.82,0.05
0.82,0.05
0.82,0.05
0.83,0.05
0.83,0.05
0.83,0.05
0.83,0.05
0.83,0.05
0.83,0.05
0.83,0.05
0.83,0.05
0.83,0.05
0.83,0.05
0.84,0.05
0.84,0.05
0.84,0.05
0.84,0.05
0.84,0.05
0.84,0.05
0.84,0.05
0.84,0.05
0.84,0.05
0.85,0.05
0.85,0.05
0.85,0.05
0.85,0.05
0.85,0.05
0.85,0.05
0.85,0.05
0.85,0.05
0.85,0.05
0.85,0.05
0.86,0.05
0.86,0.05
0.86,0.05
0.86,0.05
0.86,0.05
0.86,0.05
0.86,0.05
0.86,0.05
0.86,0.05
0.86,0.05
0.87,0.05
0.87,0.05
0.87,0.05
0.87,0.05
0.87,0.05
0.87,0.05
0.87,0.06
0.87,0.06
0.87,0.06
0.87,0.06
0.88,0.06
0.88,0.06
0.88,0.06
0.88,0.06
0.88,0.06
0.88,0.06
0.88,0.06
0.88,0.06
0.88,0.06
0.88,0.06
0.88,0.06
0.89,0.06
0.89,0.06
0.89,0.06
0.89,0.06
0.89,0.06
0.89,0.06
0.89,0.06
0.89,0.06
0.89,0.06
0.89,0.06
0.9,0.06
0.9,0.06
0.9,0.06
0.9,0.06
0.9,0.06
0.9,0.06
0.9,0.06
0.9,0.06
0.9,0.06
0.9,0.06
0.91,0.06
0.91,0.06
0.91,0.06
0.91,0.06
0.91,0.06
0.91,0.06
0.91,0.06
0.91,0.06
0.91,0.06
0.92,0.06
0.92,0.06
0.92,0.06
0.92,0.06
0.92,0.06
0.92,0.06
0.92,0.07
0.92,0.07
0.92,0.07
0.92,0.07
0.93,0.07
0.93,0.07
0.93,0.07
0.93,0.07
0.93,0.07
0.93,0.07
0.93,0.07
0.93,0.07
0.93,0.07
0.93,0.07
0.94,0.07
0.94,0.07
0.94,0.07
0.94,0.07
0.94,0.07
0.94,0.07
0.94,0.07
0.94,0.07
0.94,0.07
0.94,0.07
0.94,0.07
0.95,0.07
0.95,0.07
0.95,0.07
0.95,0.07
0.95,0.07
0.95,0.07
0.95,0.07
0.95,0.07
0.95,0.07
0.95,0.07
0.96,0.07
0.96,0.07
0.96,0.07
0.96,0.07
0.96,0.07
0.96,0.07
0.96,0.07
0.96,0.07
0.96,0.07
0.96,0.07
0.97,0.08
0.97,0.08
0.97,0.08
0.97,0.08
0.97,0.08
0.97,0.08
0.97,0.08
0.97,0.08
0.97,0.08
0.98,0.08
0.98,0.08
0.98,0.08
0.98,0.08
0.98,0.08
0.98,0.08
0.98,0.08
0.98,0.08
0.98,0.08
0.98,0.08
0.99,0.08
0.99,0.08
0.99,0.08
0.99,0.08
0.99,0.08
0.99,0.08
0.99,0.08
0.99,0.08
0.99,0.08
0.99,0.08
1,0.08
1,0.08
1,0.08
1,0.08
1,0.08
1,0.08
1,0.08
1,0.08
1,0.08
1,0.08
1,0.08
1.01,0.08
1.01,0.09
1.01,0.09
1.01,0.09
1.01,0.09
1.01,0.09
1.01,0.09
1.01,0.09
1.01,0.09
1.01,0.09
1.02,0.09
1.02,0.09
1.02,0.09
1.02,0.09
1.02,0.09
1.02,0.09
1.02,0.09
1.02,0.09
1.02,0.09
1.02,0.09
1.03,0.09
1.03,0.09
1.03,0.09
1.03,0.09
1.03,0.09
1.03,0.09
1.03,0.09
1.03,0.09
1.03,0.09
1.03,0.09
1.04,0.09
1.04,0.09
1.04,0.09
1.04,0.09
1.04,0.09
1.04,0.09
1.04,0.09
1.04,0.09
1.04,0.09
1.04,0.1
1.05,0.1
1.05,0.1
1.05,0.1
1.05,0.1
1.05,0.1
1.05,0.1
1.05,0.1
1.05,0.1
1.05,0.1
1.05,0.1
1.06,0.1
1.06,0.1
1.06,0.1
1.06,0.1
1.06,0.1
1.06,0.1
1.06,0.1
1.06,0.1
1.06,0.1
1.07,0.1
1.07,0.1
1.07,0.1
1.07,0.1
1.07,0.1
1.07,0.1
1.07,0.1
1.07,0.1
1.07,0.1
1.07,0.1
1.08,0.1
1.08,0.1
1.08,0.1
1.08,0.1
1.08,0.1
1.08,0.1
1.08,0.11
1.08,0.11
1.08,0.11
1.08,0.11
1.09,0.11
1.09,0.11
1.09,0.11
1.09,0.11
1.09,0.11
1.09,0.11
1.09,0.11
1.09,0.11
1.09,0.11
1.09,0.11
1.1,0.11
1.1,0.11
1.1,0.11
1.1,0.11
1.1,0.11
1.1,0.11
1.1,0.11
1.1,0.11
1.1,0.11
1.1,0.11
1.11,0.11
1.11,0.11
1.11,0.11
1.11,0.11
1.11,0.11
1.11,0.11
1.11,0.11
1.11,0.11
1.11,0.11
1.11,0.11
1.12,0.12
1.12,0.12
1.12,0.12
1.12,0.12
1.12,0.12
1.12,0.12
1.12,0.12
1.12,0.12
1.12,0.12
1.12,0.12
1.12,0.12
1.13,0.12
1.13,0.12
1.13,0.12
1.13,0.12
1.13,0.12
1.13,0.12
1.13,0.12
1.13,0.12
1.13,0.12
1.13,0.12
1.14,0.12
1.14,0.12
1.14,0.12
1.14,0.12
1.14,0.12
1.14,0.12
1.14,0.12
1.14,0.12
1.14,0.12
1.14,0.12
1.15,0.12
1.15,0.13
1.15,0.13
1.15,0.13
1.15,0.13
1.15,0.13
1.15,0.13
1.15,0.13
1.15,0.13
1.15,0.13
1.16,0.13
1.16,0.13
1.16,0.13
1.16,0.13
1.16,0.13
1.16,0.13
1.16,0.13
1.16,0.13
1.16,0.13
1.16,0.13
1.17,0.13
1.17,0.13
1.17,0.13
1.17,0.13
1.17,0.13
1.17,0.13
1.17,0.13
1.17,0.13
1.17,0.13
1.17,0.13
1.18,0.13
1.18,0.13
1.18,0.14
1.18,0.14
1.18,0.14
1.18,0.14
1.18,0.14
1.18,0.14
1.18,0.14
1.18,0.14
1.19,0.14
1.19,0.14
1.19,0.14
1.19,0.14
1.19,0.14
1.19,0.14
1.19,0.14
1.19,0.14
1.19,0.14
1.2,0.14
1.2,0.14
1.2,0.14
1.2,0.14
1.2,0.14
1.2,0.14
1.2,0.14
1.2,0.14
1.2,0.14
1.2,0.14
1.21,0.14
1.21,0.14
1.21,0.15
1.21,0.15
1.21,0.15
1.21,0.15
1.21,0.15
1.21,0.15
1.21,0.15
1.21,0.15
1.22,0.15
1.22,0.15
1.22,0.15
1.22,0.15
1.22,0.15
1.22,0.15
1.22,0.15
1.22,0.15
1.22,0.15
1.22,0.15
1.23,0.15
1.23,0.15
1.23,0.15
1.23,0.15
1.23,0.15
1.23,0.15
1.23,0.15
1.23,0.15
1.23,0.15
1.23,0.15
1.24,0.15
1.24,0.16
1.24,0.16
1.24,0.16
1.24,0.16
1.24,0.16
1.24,0.16
1.24,0.16
1.24,0.16
1.24,0.16
1.25,0.16
1.25,0.16
1.25,0.16
1.25,0.16
1.25,0.16
1.25,0.16
1.25,0.16
1.25,0.16
1.25,0.16
1.25,0.16
1.25,0.16
1.26,0.16
1.26,0.16
1.26,0.16
1.26,0.16
1.26,0.16
1.26,0.16
1.26,0.16
1.26,0.16
1.26,0.17
1.26,0.17
1.27,0.17
1.27,0.17
1.27,0.17
1.27,0.17
1.27,0.17
1.27,0.17
1.27,0.17
1.27,0.17
1.27,0.17
1.27,0.17
1.28,0.17
1.28,0.17
1.28,0.17
1.28,0.17
1.28,0.17
1.28,0.17
1.28,0.17
1.28,0.17
1.28,0.17
1.28,0.17
1.29,0.17
1.29,0.17
1.29,0.17
1.29,0.17
1.29,0.17
1.29,0.18
1.29,0.18
1.29,0.18
1.29,0.18
1.29,0.18
1.3,0.18
1.3,0.18
1.3,0.18
1.3,0.18
1.3,0.18
1.3,0.18
1.3,0.18
1.3,0.18
1.3,0.18
1.3,0.18
1.31,0.18
1.31,0.18
1.31,0.18
1.31,0.18
1.31,0.18
1.31,0.18
1.31,0.18
1.31,0.18
1.31,0.18
1.32,0.18
1.32,0.18
1.32,0.19
1.32,0.19
1.32,0.19
1.32,0.19
1.32,0.19
1.32,0.19
1.32,0.19
1.32,0.19
1.33,0.19
1.33,0.19
1.33,0.19
1.33,0.19
1.33,0.19
1.33,0.19
1.33,0.19
1.33,0.19
1.33,0.19
1.33,0.19
1.34,0.19
1.34,0.19
1.34,0.19
1.34,0.19
1.34,0.19
1.34,0.19
1.34,0.19
1.34,0.19
1.34,0.2
1.34,0.2
1.35,0.2
1.35,0.2
1.35,0.2
1.35,0.2
1.35,0.2
1.35,0.2
1.35,0.2
1.35,0.2
1.35,0.2
1.35,0.2
1.36,0.2
1.36,0.2
1.36,0.2
1.36,0.2
1.36,0.2
1.36,0.2
1.36,0.2
1.36,0.2
1.36,0.2
1.36,0.2
1.37,0.2
1.37,0.2
1.37,0.2
1.37,0.21
1.37,0.21
1.37,0.21
1.37,0.21
1.37,0.21
1.37,0.21
1.37,0.21
1.38,0.21
1.38,0.21
1.38,0.21
1.38,0.21
1.38,0.21
1.38,0.21
1.38,0.21
1.38,0.21
1.38,0.21
1.38,0.21
1.38,0.21
1.39,0.21
1.39,0.21
1.39,0.21
1.39,0.21
1.39,0.21
1.39,0.21
1.39,0.21
1.39,0.22
1.39,0.22
1.39,0.22
1.4,0.22
1.4,0.22
1.4,0.22
1.4,0.22
1.4,0.22
1.4,0.22
1.4,0.22
1.4,0.22
1.4,0.22
1.4,0.22
1.41,0.22
1.41,0.22
1.41,0.22
1.41,0.22
1.41,0.22
1.41,0.22
1.41,0.22
1.41,0.22
1.41,0.22
1.41,0.22
1.42,0.22
1.42,0.23
1.42,0.23
1.42,0.23
1.42,0.23
1.42,0.23
1.42,0.23
1.42,0.23
1.42,0.23
1.42,0.23
1.43,0.23
1.43,0.23
1.43,0.23
1.43,0.23
1.43,0.23
1.43,0.23
1.43,0.23
1.43,0.23
1.43,0.23
1.43,0.23
1.44,0.23
1.44,0.23
1.44,0.23
1.44,0.23
1.44,0.23
1.44,0.24
1.44,0.24
1.44,0.24
1.44,0.24
1.45,0.24
1.45,0.24
1.45,0.24
1.45,0.24
1.45,0.24
1.45,0.24
1.45,0.24
1.45,0.24
1.45,0.24
1.45,0.24
1.46,0.24
1.46,0.24
1.46,0.24
1.46,0.24
1.46,0.24
1.46,0.24
1.46,0.24
1.46,0.24
1.46,0.24
1.46,0.24
1.47,0.25
1.47,0.25
1.47,0.25
1.47,0.25
1.47,0.25
1.47,0.25
1.47,0.25
1.47,0.25
1.47,0.25
1.47,0.25
1.48,0.25
1.48,0.25
1.48,0.25
1.48,0.25
1.48,0.25
1.48,0.25
1.48,0.25
1.48,0.25
1.48,0.25
1.48,0.25
1.49,0.25
1.49,0.25
1.49,0.25
1.49,0.26
1.49,0.26
1.49,0.26
1.49,0.26
1.49,0.26
1.49,0.26
1.49,0.26
1.5,0.26
1.5,0.26
1.5,0.26
1.5,0.26
1.5,0.26
1.5,0.26
1.5,0.26
1.5,0.26
1.5,0.26
1.5,0.26
1.5,0.26
1.51,0.26
1.51,0.26
1.51,0.26
1.51,0.26
1.51,0.26
1.51,0.27
1.51,0.27
1.51,0.27
1.51,0.27
1.51,0.27
1.52,0.27
1.52,0.27
1.52,0.27
1.52,0.27
1.52,0.27
1.52,0.27
1.52,0.27
1.52,0.27
1.52,0.27
1.52,0.27
1.53,0.27
1.53,0.27
1.53,0.27
1.53,0.27
1.53,0.27
1.53,0.27
1.53,0.27
1.53,0.27
1.53,0.28
1.53,0.28
1.54,0.28
1.54,0.28
1.54,0.28
1.54,0.28
1.54,0.28
1.54,0.28
1.54,0.28
1.54,0.28
1.54,0.28
1.54,0.28
1.55,0.28
1.55,0.28
1.55,0.28
1.55,0.28
1.55,0.28
1.55,0.28
1.55,0.28
1.55,0.28
1.55,0.28
1.55,0.28
1.56,0.29
1.56,0.29
1.56,0.29
1.56,0.29
1.56,0.29
1.56,0.29
1.56,0.29
1.56,0.29
1.56,0.29
1.57,0.29
1.57,0.29
1.57,0.29
1.57,0.29
1.57,0.29
1.57,0.29
1.57,0.29
1.57,0.29
1.57,0.29
1.57,0.29
1.58,0.29
1.58,0.29
1.58,0.29
1.58,0.3
1.58,0.3
1.58,0.3
1.58,0.3
1.58,0.3
1.58,0.3
1.58,0.3
1.59,0.3
1.59,0.3
1.59,0.3
1.59,0.3
1.59,0.3
1.59,0.3
1.59,0.3
1.59,0.3
1.59,0.3
1.59,0.3
1.6,0.3
1.6,0.3
1.6,0.3
1.6,0.3
1.6,0.3
1.6,0.31
1.6,0.31
1.6,0.31
1.6,0.31
1.6,0.31
1.61,0.31
1.61,0.31
1.61,0.31
1.61,0.31
1.61,0.31
1.61,0.31
1.61,0.31
1.61,0.31
1.61,0.31
1.61,0.31
1.62,0.31
1.62,0.31
1.62,0.31
1.62,0.31
1.62,0.31
1.62,0.31
1.62,0.32
1.62,0.32
1.62,0.32
1.62,0.32
1.62,0.32
1.63,0.32
1.63,0.32
1.63,0.32
1.63,0.32
1.63,0.32
1.63,0.32
1.63,0.32
1.63,0.32
1.63,0.32
1.63,0.32
1.64,0.32
1.64,0.32
1.64,0.32
1.64,0.32
1.64,0.32
1.64,0.32
1.64,0.32
1.64,0.33
1.64,0.33
1.64,0.33
1.65,0.33
1.65,0.33
1.65,0.33
1.65,0.33
1.65,0.33
1.65,0.33
1.65,0.33
1.65,0.33
1.65,0.33
1.65,0.33
1.66,0.33
1.66,0.33
1.66,0.33
1.66,0.33
1.66,0.33
1.66,0.33
1.66,0.33
1.66,0.33
1.66,0.34
1.66,0.34
1.67,0.34
1.67,0.34
1.67,0.34
1.67,0.34
1.67,0.34
1.67,0.34
1.67,0.34
1.67,0.34
1.67,0.34
1.67,0.34
1.68,0.34
1.68,0.34
1.68,0.34
1.68,0.34
1.68,0.34
1.68,0.34
1.68,0.34
1.68,0.34
1.68,0.34
1.68,0.35
1.69,0.35
1.69,0.35
1.69,0.35
1.69,0.35
1.69,0.35
1.69,0.35
1.69,0.35
1.69,0.35
1.69,0.35
1.7,0.35
1.7,0.35
1.7,0.35
1.7,0.35
1.7,0.35
1.7,0.35
1.7,0.35
1.7,0.35
1.7,0.35
1.7,0.35
1.71,0.35
1.71,0.36
1.71,0.36
1.71,0.36
1.71,0.36
1.71,0.36
1.71,0.36
1.71,0.36
1.71,0.36
1.71,0.36
1.72,0.36
1.72,0.36
1.72,0.36
1.72,0.36
1.72,0.36
1.72,0.36
1.72,0.36
1.72,0.36
1.72,0.36
1.72,0.36
1.73,0.36
1.73,0.36
1.73,0.37
1.73,0.37
1.73,0.37
1.73,0.37
1.73,0.37
1.73,0.37
1.73,0.37
1.73,0.37
1.74,0.37
1.74,0.37
1.74,0.37
1.74,0.37
1.74,0.37
1.74,0.37
1.74,0.37
1.74,0.37
1.74,0.37
1.74,0.37
1.75,0.37
1.75,0.37
1.75,0.37
1.75,0.38
1.75,0.38
1.75,0.38
1.75,0.38
1.75,0.38
1.75,0.38
1.75,0.38
1.75,0.38
1.76,0.38
1.76,0.38
1.76,0.38
1.76,0.38
1.76,0.38
1.76,0.38
1.76,0.38
1.76,0.38
1.76,0.38
1.76,0.38
1.77,0.38
1.77,0.38
1.77,0.39
1.77,0.39
1.77,0.39
1.77,0.39
1.77,0.39
1.77,0.39
1.77,0.39
1.77,0.39
1.78,0.39
1.78,0.39
1.78,0.39
1.78,0.39
1.78,0.39
1.78,0.39
1.78,0.39
1.78,0.39
1.78,0.39
1.78,0.39
1.79,0.39
1.79,0.39
1.79,0.39
1.79,0.4
1.79,0.4
1.79,0.4
1.79,0.4
1.79,0.4
1.79,0.4
1.79,0.4
1.8,0.4
1.8,0.4
1.8,0.4
1.8,0.4
1.8,0.4
1.8,0.4
1.8,0.4
1.8,0.4
1.8,0.4
1.8,0.4
1.81,0.4
1.81,0.4
1.81,0.4
1.81,0.41
1.81,0.41
1.81,0.41
1.81,0.41
1.81,0.41
1.81,0.41
1.82,0.41
1.82,0.41
1.82,0.41
1.82,0.41
1.82,0.41
1.82,0.41
1.82,0.41
1.82,0.41
1.82,0.41
1.82,0.41
1.83,0.41
1.83,0.41
1.83,0.41
1.83,0.41
1.83,0.41
1.83,0.42
1.83,0.42
1.83,0.42
1.83,0.42
1.83,0.42
1.84,0.42
1.84,0.42
1.84,0.42
1.84,0.42
1.84,0.42
1.84,0.42
1.84,0.42
1.84,0.42
1.84,0.42
1.84,0.42
1.85,0.42
1.85,0.42
1.85,0.42
1.85,0.42
1.85,0.42
