0	0
0,001	0
0,002	0
0,003	0
0,004	0
0,005	0
0,006	0
0,007	0
0,008	0
0,009	0
0,01	0
0,011	0
0,012	0
0,013	0
0,014	0
0,015	0
0,016	0
0,017	0
0,018	0
0,019	0
0,02	0
0,021	0
0,022	0
0,023	0
0,024	0
0,025	0
0,026	0
0,027	0
0,028	0
0,029	0
0,03	0
0,031	0
0,032	0
0,033	0
0,034	0
0,035	0
0,036	0
0,037	0
0,038	0
0,039	0
0,04	0
0,041	0
0,042	0
0,043	0
0,044	0
0,045	0
0,046	0
0,047	0
0,048	0
0,049	0
0,05	0
0,051	0
0,052	0
0,053	0
0,054	0
0,055	0
0,056	0
0,057	0
0,058	0
0,059	0
0,06	0
0,061	0
0,062	0
0,063	0
0,064	0
0,065	0
0,066	0
0,067	0
0,068	0
0,069	0
0,07	0
0,071	0
0,072	0
0,073	0
0,074	0
0,075	0
0,076	0
0,077	0
0,078	0
0,079	0
0,08	0
0,081	0
0,082	0
0,083	0
0,084	0
0,085	0
0,086	0
0,087	0
0,088	0
0,089	0
0,09	0
0,091	0
0,092	0
0,093	0
0,094	0
0,095	0
0,096	0
0,097	0
0,098	0
0,099	0
0,1	0
0,101	0
0,102	0
0,103	0
0,104	0
0,105	0
0,106	0
0,107	0
0,108	0
0,109	0
0,11	0
0,111	0
0,112	0
0,113	0
0,114	0
0,115	0
0,116	0
0,117	0
0,118	0
0,119	0
0,12	0
0,121	0
0,122	0
0,123	0
0,124	0
0,125	0
0,126	0
0,127	0
0,128	0
0,129	0
0,13	0
0,131	0
0,132	0
0,133	0
0,134	0
0,135	0
0,136	0
0,137	0
0,138	0
0,139	0
0,14	0
0,141	0
0,142	0
0,143	0
0,144	0
0,145	0
0,146	0
0,147	0
0,148	0
0,149	0
0,15	0
0,151	0
0,152	0
0,153	0
0,154	0
0,155	0
0,156	0
0,157	0
0,158	0
0,159	0
0,16	0
0,161	0
0,162	0
0,163	0
0,164	0
0,165	0
0,166	0
0,167	0
0,168	0
0,169	0
0,17	0
0,171	0
0,172	0
0,173	0
0,174	0
0,175	0
0,176	0
0,177	0
0,178	0
0,179	0
0,18	0
0,181	0
0,182	0
0,183	0
0,184	0
0,185	0
0,186	0
0,187	0
0,188	0
0,189	0
0,19	0
0,191	0
0,192	0
0,193	0
0,194	0
0,195	0
0,196	0
0,197	0
0,198	0
0,199	0
0,2	0
0,201	0
0,202	0
0,203	0
0,204	0
0,205	0
0,206	0
0,207	0
0,208	0
0,209	0
0,21	0
0,211	0
0,212	0
0,213	0
0,214	0
0,215	0
0,216	0
0,217	0
0,218	0
0,219	0
0,22	0
0,221	0
0,222	0
0,223	0
0,224	0
0,225	0
0,226	0
0,227	0
0,228	0
0,229	0
0,23	0
0,231	0
0,232	0
0,233	0
0,234	0
0,235	0
0,236	0
0,237	0
0,238	0
0,239	0
0,24	0
0,241	0
0,242	0
0,243	0
0,244	0
0,245	0
0,246	0
0,247	0
0,248	0
0,249	0
0,25	0
0,251	0
0,252	0
0,253	0
0,254	0
0,255	0
0,256	0
0,257	0
0,258	0
0,259	0
0,26	0
0,261	0
0,262	0
0,263	0
0,264	0
0,265	0
0,266	0
0,267	0
0,268	0
0,269	0
0,27	0
0,271	0
0,272	0
0,273	0
0,274	0
0,275	0
0,276	0
0,277	0
0,278	0
0,279	0
0,28	0
0,281	0
0,282	0
0,283	0
0,284	0
0,285	0
0,286	0
0,287	0
0,288	0
0,289	0
0,29	0
0,291	0
0,292	0
0,293	0
0,294	0
0,295	0
0,296	0
0,297	0
0,298	0
0,299	0
0,3	0
0,301	0
0,302	0
0,303	0
0,304	0
0,305	0
0,306	0
0,307	0
0,308	0
0,309	0
0,31	0
0,311	0
0,312	0
0,313	0
0,314	0
0,314999	0
0,315999	0
0,316999	0
0,317999	0
0,318999	0
0,319999	0
0,320999	0
0,321999	0
0,322999	0
0,323999	0
0,324999	0
0,325999	0
0,326999	0
0,327999	0
0,328999	0
0,329999	0
0,330999	0
0,331999	0
0,332999	0
0,333999	0
0,334999	0
0,335999	0
0,336999	0
0,337999	0
0,338999	0
0,339999	0
0,340999	0
0,341999	0
0,342999	0
0,343999	0
0,344999	0
0,345999	0
0,346999	0
0,347999	0
0,348999	0
0,349999	0
0,350999	0
0,351999	0
0,352999	0
0,353999	0
0,354999	0
0,355999	0
0,356999	0
0,357999	0
0,358999	0
0,359999	0
0,360999	0
0,361999	0
0,362999	0
0,363999	0
0,364999	0
0,365999	0
0,366999	0
0,367999	0
0,368999	0
0,369999	0
0,370999	0
0,371999	0
0,372999	0
0,373999	0
0,374999	0
0,375999	0
0,376999	0
0,377999	0
0,378999	0
0,379999	0
0,380999	0
0,381999	0
0,382999	0
0,383999	0
0,384999	0
0,385999	0
0,386999	0
0,387999	0
0,388999	0
0,389999	0
0,390999	0
0,391998	0
0,392998	0
0,393998	0
0,394998	0
0,395998	0
0,396998	0
0,397998	0
0,398998	0
0,399998	0
0,400998	0
0,401998	0
0,402998	0
0,403998	0
0,404998	0
0,405998	0
0,406998	0
0,407998	0
0,408998	0
0,409998	0
0,410998	0
0,411998	0
0,412998	0
0,413998	0
0,414998	0
0,415998	0
0,416998	0
0,417998	0
0,418998	0
0,419998	0
0,420998	0
0,421998	0
0,422998	0
0,423998	0
0,424998	0
0,425998	0
0,426998	0
0,427998	0
0,428998	0
0,429998	0
0,430998	0
0,431998	0
0,432998	0
0,433998	0
0,434998	0
0,435998	0
0,436998	0
0,437998	0
0,438998	0
0,439998	0
0,440998	0
0,441998	0
0,442998	0
0,443998	0
0,444998	0
0,445998	0
0,446998	0
0,447998	0
0,448998	0
0,449998	0
0,450998	0
0,451998	0
0,452998	0
0,453998	0
0,454998	0
0,455998	0
0,456998	0
0,457998	0
0,458998	0
0,459998	0
0,460998	0
0,461998	0
0,462998	0
0,463998	0
0,464998	0
0,465998	0
0,466998	0
0,467998	0
0,468998	0
0,469997	0
0,470997	0
0,471997	0
0,472997	0
0,473997	0
0,474997	0
0,475997	0
0,476997	0
0,477997	0
0,478997	0
0,479997	0
0,480997	0
0,481997	0
0,482997	0
0,483997	0
0,484997	0
0,485997	0
0,486997	0
0,487997	0
0,488997	0
0,489997	0
0,490997	0
0,491997	0
0,492997	0
0,493997	0
0,494997	0
0,495997	0
0,496997	0
0,497997	0
0,498997	0
0,499997	0
0,500997	0
0,501997	0
0,502997	0
0,503997	0
0,504997	0
0,505997	0
0,506997	0
0,507997	0
0,508997	0
0,509997	0
0,510997	0
0,511997	0
0,512997	0
0,513997	0
0,514997	0
0,515997	0
0,516997	0
0,517997	0
0,518997	0
0,519997	0
0,520997	0
0,521997	0
0,522997	0
0,523997	0
0,524997	0
0,525997	0
0,526997	0
0,527997	0
0,528997	0
0,529997	0
0,530997	0
0,531997	0
0,532997	0
0,533997	0
0,534997	0
0,535997	0
0,536997	0
0,537997	0
0,538997	0
0,539997	0
0,540997	0
0,541997	0
0,542997	0
0,543997	0
0,544997	0
0,545997	0
0,546997	0
0,547997	0
0,548997	0
0,549996	0
0,550996	0
0,551996	0
0,552996	0
0,553996	0
0,554996	0
0,555996	0
0,556996	0
0,557996	0
0,558996	0
0,559996	0
0,560996	0
0,561996	0
0,562996	0
0,563996	0
0,564996	0
0,565996	0
0,566996	0
0,567996	0
0,568996	0
0,569996	0
0,570996	0
0,571996	0
0,572996	0
0,573996	0
0,574996	0
0,575996	0
0,576996	0
0,577996	0
0,578996	0
0,579996	0
0,580996	0
0,581996	0
0,582996	0
0,583996	0
0,584996	0
0,585996	0
0,586996	0
0,587996	0
0,588996	0
0,589996	0
0,590996	0
0,591996	0
0,592996	0
0,593996	0
0,594996	0
0,595996	0
0,596996	0
0,597996	0
0,598996	0
0,599996	0
0,600996	0
0,601996	0
0,602996	0
0,603996	0
0,604996	0
0,605996	0
0,606996	0
0,607996	0
0,608996	0
0,609996	0
0,610996	0
0,611996	0
0,612996	0
0,613996	0
0,614996	0
0,615996	0
0,616996	0
0,617996	0
0,618996	0
0,619996	0
0,620996	0
0,621996	0
0,622996	0
0,623996	0
0,624996	0
0,625996	0
0,626996	0
0,627995	0
0,628995	0
0,629995	0
0,630995	0
0,631995	0
0,632995	0
0,633995	0
0,634995	0
0,635995	0
0,636995	0
0,637995	0
0,638995	0
0,639995	0
0,640995	0
0,641995	0
0,642995	0
0,643995	0
0,644995	0
0,645995	0
0,646995	0
0,647995	0
